Serial number,County,Subcounty,Education zone,,,School Name/Learning Institution,"Type of school1_ Public, Private, Informal",GPS Cordinate (Latitudes),GPS Cordinate (Longtitudes),,TSC Code,KNEC Code,MOE Code/ Nemis Code,Sponsor, Land area_ acres,"Level_ Pre primary, Primary, Secondary, Special needs, technical colleges,  Diploma Teacher colleges, Certificate Teacher colleges,  University","Type of school1_ Public, Private, Informal","Registered, Not registered",Type of school2_Boys; Girls; Mixed,Type of school3_Day; Boarding; Both,"Type of school4_Regular, Integrated, Special Needs School",Enrolment,,,TSC Teachers,,County government (e.g. for Pre primary),,BOM/PTA,,"Total Human resources (Teaching staff , Tsc, BOM/PTA, County)",,,Human resources: Curriculum support, Human resources: Non-Teaching staff,"Infrastructure ( No of classrooms, Labs, Boys toilets, Girls Toilets)",,,,,,,,KCPE (for primary),KCSE (Secondary),HT TEL. CONTACT
58,Makueni,Makindu,Makindu,Kibwezi west,Makindu,Redeemed School,Private,-2.685509,38.164369,,N/A,18348175,ENUT,Redeemed church,1,Primary,Private,Registered,mixed ,Day,Regular,28,18,46,0,0,0,0,1,5,0,6,6,M.O.E,3,8,0,0,0,1,0,2,0,225.11,0,0710 767507
67,Makueni,Makindu,Makindu,Kibwezi west,Makindu,Msingi Bora J. Academy,Private,0,0,,N/A,N/A,EA37,PRIVATE,1,Primary,Private,N/A,mixed ,Day,Regular,17,27,44,0,0,0,0,0,0,0,5,5,C.S.O & DQASO,0,3,0,0,0,1,0,1,0,0,0,0711 925155
68,Makueni,Makindu,Makindu,Kibwezi west,Makindu,Miangeni International,Private,-2.269555,37.803779,,N/A,18348169,96XJ,PRIVATE,8.24Ha,Primary,Private,Registered,mixed ,Day & Boarding,Regular,132,121,253,0,0,0,0,7,9,0,16,16,C.S.O & SCQASO,22,15,0,0,0,12,0,12,0,357.55,0,0703 890488
72,Makueni,Makindu,Makindu,Kibwezi west,Makindu,Makindu Hope,Private,-2.29228,37.869109,,N/A,18348178,Y69P,N.G.0,9  1/4 ,Primary,Private,Registered,mixed ,Day  ,Regular,27,56,83,0,0,0,0,2,6,0,8,8,C.S.O & QASO,0,8,0,0,0,2,0,2,0,293.86,0,0726 601 269
82,Makueni,Makindu,Kiboko,Kibwezi west,Makindu,Smart Future Academy,Private,-2.242723,37.769955,,,,CRTT,,20,Primary,Private,Registered,mixed ,Boarding,Intergrated ,97,87,184,0,0,0,0,4,2,0,6,6,C.S.O,N/A,8,0,0,0,5,0,6,0,362.23,0,0721 972702
2,Makueni,Makueni,Kilala,KAITI,Ukia,St. Peter Clavers,Private,-1.993345,37.856386,,N/A,18307244,EAER,Catholic,15 Acres,Primary,Private,Registered,Mixed,Day & Boarding,Regular,138,118,256,6,3,0,0,0,0,9,0,9,"CSO, Facilitators",5,10,0,0,0,70,7,0,0,285.92,,720773642
10,Makueni,Makueni,Kilala,KAITI,Ukia,ST. Joseph Academy,Private,-1.738217,37.574538,,N/A,18307237,EACU,Private,8 Acres,Primary,Private,Registered,Mixed,Day & Boarding,Regular,21,28,49,0,0,0,0,2,5,0,7,7,CSO,3,8,0,0,0,6,0,6,0,247.46,,706299801
31,Makueni,Makueni,Mukuyuni,KAITI,Ukia,Mukuyuni KIDS,Private,0,0,,N/A,N/A,EA34,Private,1 ACRES,Primary,Private,Registered,Mixed,Day & Boarding,Regular,3,14,17,0,0,0,0,1,3,0,4,4,CSO,0,4,0,0,0,3,0,3,0,NEW,,729313760
32,Makueni,Makueni,Mukuyuni,KAITI,Ukia,Joy Community,Private,-1.780298,37.489519,,N/A,18307245,B4F2,Private,3.5 Acres,Primary,Private,Registered,Mixed,Day & Boarding,Regular,70,65,135,0,0,0,,2,6,0,8,8,"CSO, TSC, MOE",1,8,0,0,0,6,0,6,0,258.09,,706950669
33,Makueni,Makueni,Mukuyuni,KAITI,Ukia,ACK Kyamunyaliti,Private,0,0,,N/A,18307246,E9EP,Private,0.33 Ha,Primary,Private,Registered,Mixed,Day & Boarding,Regular,69,85,154,0,0,0,0,3,6,0,9,9,CSO,3,6,3,0,0,3,0,4,0,305.06,,720670455
34,Makueni,Makueni,Mukuyuni,KAITI,Ukia,Ngeani Glorious,Private,-1.735688,37.536119,,N/A,18307242,MMBZ,Private,0.37 Ha,Primary,Private,Registered,Mixed,Day & Boarding,Regular,39,25,64,0,0,0,0,3,5,0,8,8,CSO,3,8,0,0,0,2,0,4,0,314.17,,796029933
78,Makueni,Makueni,Wote,KAITI,Wote/ Nziu ,El-shaddai,Private,-1.782267,37.621482,,N/A,18307158,E9LP,Private,1.5 Acres,Primary,Private,Registered,Mixed,Day & Boarding,Regular,119,113,232,0,0,0,0,5,7,0,12,12,"QASO, CSO",6,8,0,0,0,3,0,3,0,364,,701225366
79,Makueni,Makueni,Wote,KAITI,Wote/ Nziu ,Premese ,Private,-1.775488,37.629863,,N/A,18307129,GJWY,Private,3.5 Acres,Primary,Private,Registered,Mixed,Day & Boarding,Regular,212,180,392,0,0,0,0,9,10,0,19,19,CDE,13,15,0,0,0,8,0,8,0,406.65,,715790206
80,Makueni,Makueni,Wote,KAITI,Wote/ Nziu ,St. Catherine,Private,-1.803942,37.623018,,N/A,18307149,2PT6,Private,4 Acres,Primary,Private,Registered,Mixed,Day & Boarding,Regular,65,52,117,0,0,0,0,7,3,0,10,10,CSO,8,8,0,0,0,5,0,5,0,351.12,,705333674
81,Makueni,Makueni,Wote,KAITI,Wote/ Nziu ,The County School,Private,-1.761846,37.618765,,N/A,18307156,E9KS,Private,6 Acres,Primary,Private,Registered,Mixed,Day & Boarding,Regular,178,150,328,0,0,0,0,5,12,0,17,17,"QASO, CSO, ACDE, CDE",0,12,0,0,0,11,0,15,0,361.14,,728782197
82,Makueni,Makueni,Wote,KAITI,Wote/ Nziu ,The Makueni School,Private,-1.785361,37.622192,,N/A,18307151,,Private,5 Acres,Primary,Private,Registered,Mixed,Day & Boarding,Regular,152,150,302,0,0,0,0,11,7,0,18,18,"Education Officer, MOE  ",0,11,0,0,0,10,0,14,0,383.12,,723602430
83,Makueni,Makueni,Wote,KAITI,Wote/ Nziu ,Nyunzu,Private,0,0,,N/A,18307159,EASU,Private,0.43 Acres,Primary,Private,Registered,Mixed,Day,Regular,34,36,70,0,0,0,0,2,6,0,8,8,"QASO, CSO",2,8,0,0,0,3,0,3,0,289.35,,718884916
84,Makueni,Makueni,Wote,KAITI,Wote/ Nziu ,Regius,Private,-1.783528,37.634909,,N/A,18307152,TWRG,Private,1 Acre,Primary,Private,Registered,Mixed,Day,Regular,49,36,85,0,0,0,0,2,9,0,10,10,"Health Officers, CSO, CDE",3,8,0,0,0,3,0,2,0,327.49,,717534566
85,Makueni,Makueni,Wote,KAITI,Wote/ Nziu ,ST. Pauls Makueni,Private,-1.788682,37.63357,,N/A,18307161,EAD4,Private,10 Ha,Primary,Private,Registered,Mixed,Day & Boarding,Regular,131,128,259,0,0,0,0,7,10,0,17,17,MOE,13,8,0,0,0,7,0,8,0,379.38,,703954930
86,Makueni,Makueni,Wote,KAITI,Wote/ Nziu ,Kamweli Education Centre,Private,-1.767714,37.642031,,N/A,18307128,,Private,35 Acres,Primary,Private,Registered,Mixed,Boarding,Regular,8,16,24,0,0,0,0,4,2,0,6,6,,3,5,0,0,0,6,0,7,0,288,,700132787
87,Makueni,Makueni,Wote,KAITI,Wote/ Nziu ,Makueni Sunrise,Private,-1.784641,37.630506,,N/A,18307154,EAGH,Private,2 Acres,Primary,Private,Registered,Mixed,Day & Boarding,Regular,117,114,231,0,0,0,0,3,8,0,11,11,"CSO, QASO",5,8,0,0,0,5,0,6,0,290,,724514258
88,Makueni,Makueni,Wote,KAITI,Wote/ Nziu ,Joy Victoriuos ,Private,0,0,,N/A,18307157,E9EG,PRIVATE,3/4 Acre,Primary,Private,Registered,Mixed,Day,Regular,78,63,141,0,0,0,0,4,6,0,10,10,MOE,2,8,0,0,0,2,0,2,0,280.18,,720242760
1,Makueni,Kilungu,Nunguni,Kaiti,Kilungu,Kilungu Hills Academy,Private,-1.801518,37.424314,,,,EQU5,,3.5,Primary,Private,Registered,Mixed,Day,Regular,51,45,96,2,4,0,0,1,3,6,4,10,"CSO,SCDE,PHO &DHRO",2,8,0,0,0,1,0,1,0,,,0726046827
2,Makueni,Kilungu,Nunguni,Kaiti,Kilungu,Marry Hills Kilungu Academy,Private,0,0,,,,JQ75,,0,Primary,Private,Registered,Mixed,Day,Regular,3,8,11,0,,0,0,2,3,0,5,5,C.S.O,0,4,1,0,0,2,0,2,0,,,0713832068
3,Makueni,Kilungu,Nunguni,Kaiti,Kilungu,Nunguni Rehoboth,Private,-1.789038,37.360231,,,,EA4U,,                       1.5HA,Primary,Private,Registered,Mixed,Day,Regular,27,27,54,0,0,0,0,2,4,0,6,6,C.S.O,0,4,2,0,0,4,0,4,0,,,0790174643
4,Makueni,Kilungu,Nunguni,Kaiti,Kilungu,ST Joseph Mwanyani,Private,0,0,,,,ULVB,,                        3HA,Primary,Private,Registered,Mixed,Day,Intergrated School,58,41,99,0,0,0,0,3,4,0,0,7,C.S.O,1,6,0,0,0,1,0,2,0,,,0798932641
5,Makueni,Kilungu,Nunguni,Kaiti,Kilungu,ST. Teresia Kilungu,Private,-1.801037,37.40717,,,,99CD,,4,Primary,Private,Registered,Mixed,Day & Boarding,Regular,39,39,78,5,4,0,0,0,0,9,0,9,C.S.O,0,8,0,0,0,8,0,8,0,,,0743733359
6,Makueni,Kilungu,Nunguni,Kaiti,Kilungu,Mawoni  Academy ,Private,-1.800119,37.423606,,,,EAMZ,,                          2HA,Primary,Private,Registered,Mixed,Day,Regular,56,56,112,0,0,0,0,0,0,0,0,0,C.S.O,1,3,0,0,0,2,0,2,0,,,0717741296
20,Makueni,Mbooni East,Kalawa,Mbooni,Kalawa,St.Joseph`s Academy,private,-1.651778,37.705022,,,18346243,9APA,Private,19.0Ha,Primary,private,Registered,Mixed ,Day & Boarding,Intergrated school,9,10,19,0,0,0,0,2,4,0,6,6,CSO,0,4,0,0,0,2,0,2,0,,,748647000
21,Makueni,Mbooni East,Kalawa,Mbooni,Kalawa,Kalawa Winners,private,-1.697383,37.708063,,,18346238,E9TC,Private,3.2 Ha,Primary,private,Registered,Mixed,Day,Intergrated school,15,8,23,0,0,0,0,5,5,0,10,10,CSO,0,8,0,0,0,13,0,10,0,,,701667038
42,Makueni,Mbooni East,Waia,Mbooni,Kako/Waia,Concept Hill Academy,private,-1.659793,37.439377,,,,,,3Ha,Primary,private,Registerd,Mixed,Day,Regular,17,19,26,0,0,0,0,3,4,0,7,7,CSO&MOE,1,6,0,0,0,2,0,2,0,,,710224750
45,Makueni,Mbooni East,Waia,Mbooni,Kako/Waia,Treasure Academy,Private,-1.617327,37.56965,,,18346159,U355,,4Acres,Primary,Private,Registered,Mixed,Day&Boarding,Regular,76,74,150,0,0,0,0,3,7,0,10,10,CSO&MOE,5,8,0,0,0,8,0,8,0,,,713626674
56,Makueni,Mbooni East,Kiteta,Mbooni,Kiteta/Kisau,ST. HILLARY ACADEMY,Private,-1.548203,-1.548203,,N/A,18346174,CH2Q,CATHOLIC,2.5 Ha,Primary,Private,Not Registered,Mixed,Day & Boarding,Regular,80,90,170,0,0,0,0,4,7,0,11,11,TSC,5,8,0,0,0,3,0,3,0,333.36,,0702528003
59,Makueni,Mbooni East,Kiteta,Mbooni,Kiteta/Kisau,UNITO ACADEMY,Private,-1.524744,37.483614,,,18346176,EV9Q,CATHOLIC,3.5 Ha,Primary,Private,Registered,Mixed,Day & Boarding,Regular,55,55,110,0,0,0,0,4,4,0,8,8,TSC,3,8,0,0,0,2,0,2,0,284.26,,'0726764150
66,Makueni,Mbooni East,Kiteta,Mbooni,Kiteta/Kisau,GOOD HOPE,Private,-1.534894,37.47995,,N/A,NEW,N2CG,PRIVATE,0.25,Primary,Private,Registered,Mixed,Day,Regular,23,15,38,0,0,0,0,4,4,0,8,8,MOE,1,8,0,0,0,1,0,2,0,NEW,,0719464790
82,Makueni,Mbooni East,Kiteta,Mbooni,Kiteta/Kisau,BARAKA BENCHMARK,Private,-1.549852,37.46031,,N/A,N/A,WL3B,PRIVATE,1.287,Primary,Private,Registered,Mixed,Day & Boarding,Regular,144,137,281,0,0,0,0,9,5,0,14,0,"CSO,TSC,DQASO",10,12,0,0,0,7,0,7,0,334.21,,0722201278
83,Makueni,Mbooni East,Katangini,Mbooni,Kalawa,ITITU BLESSED ACADEMY,Private,-1.743978,37.724097,,N/A,N/A,EPG9,PRIVATE,2.5,Primary,Private,Registered,Mixed,Day,Regular,58,42,100,0,0,0,0,5,5,0,10,10,CBC,2,11,0,0,0,4,0,4,0,NEW,,0701497553
84,Makueni,Mbooni East,Katangini,Mbooni,Kalawa,THWAKE DAM VIEW ACADEMY,Private,-1.747134,37.721344,,N/A,18346242,EAK4,PRIVATE,1.5,Primary,Private,Registered,Mixed,Day,Regular,98,90,188,0,0,0,0,4,7,0,11,11,"CSO,SCQASO",4,8,0,0,0,3,0,3,0,NEW,,0725171394
109,Makueni,Mbooni East,Kisau,Mbooni,Kisau/Kiteta,KISAU EDUCATION CENTRE,Private,-1.642266,37.55867,,NEW,NEW,QWY9,,0.44Ha,Primary,Private,Not Registered,Mixed,Day & Boarding,Regular,29,34,63,0,0,0,0,2,5,0,7,7,"CSO,DQASO",3,16,0,0,0,4,0,8,0,NEW,,0707945437
1,Makueni,Kathonzweni,Kitise,Makueni,Kitise-Kithuki,Athiani ,Public,-2.11382,37.931077,,147014044374,18335405,3SJH,Catholic,7.28,Primary,Public,Registered,Mixed,Day,Regular,103,93,196,5,2,0,0,1,1,7,2,9,CSO,1,8,0,0,0,4,0,4,0,,,
2,Makueni,Kathonzweni,Kithuki,Makueni,Mavindini,Iiani ,Public,-1.875864,37.881219,,147014044355,18335106,U7CK,DEB,2.9,Primary,Public,Registered,Mixed,Day,Regular,159,164,323,5,2,0,0,1,0,7,1,8,CSO,1,8,0,0,0,9,0,10,0,,,0705665088
3,Makueni,Kathonzweni,Kathonzweni,Makueni,Kathonzweni,Ikaasu,Public,-1.96513,37.734343,,147014044416,18335204,4KCV,DEB,2.66 HA,Primary,Public,Registered,Mixed,Day,Integrated,159,86,192,3,6,0,0,0,0,9,0,9,CSO & QASO,1,8,0,0,0,5,0,12,0,,,
4,Makueni,Kathonzweni,Mavindini,Makueni,Mavindini,Ilumani,Public,-1.818582,37.794713,,147014044352,18335304,SXWS,DEB,5.79 HA,Primary,Public,Registered,Mixed,Day,Regular,159,134,249,3,6,0,0,0,2,9,2,11,CSO & QASO,2,8,0,0,0,4,0,8,0,,,
5,Makueni,Kathonzweni,Kathonzweni,Makueni,Kathonzweni,Itumbule,Public,-1.925932,37.703658,,147014044417,18335218,3GVQ,DEB,3.98,Primary,Public,Registered,Mixed,Day,Integrated,159,121,253,6,4,0,0,0,1,10,1,11,CSO & SCDE,1,8,0,0,0,10,0,10,0,,,
6,Makueni,Kathonzweni,Mavindini,Makueni,Mavindini,Ivinganzia,Public,-1.8367,37.866098,,147014044351,18335311,CHDS,DEB,2031HA,Primary,Public,Registered,Mixed,Day,Regular,159,193,345,5,3,0,0,3,1,8,4,12,CSO & SCQASO,2,8,0,0,0,7,0,6,0,,,
7,Makueni,Kathonzweni,Kathonzweni,Kathonzweni,Kathonzweni,Kaasya,Public,-2.032253,37.714824,,147014044418,18335219,GVFY,DEB,4.0HA,Primary,Public,Registered,Mixed,Day,Regular,159,110,195,2,5,0,0,1,2,7,3,10,CSO,1,8,0,0,0,8,0,8,0,,,
8,Makueni,Kathonzweni,Kathonzweni,Makueni,Kathonzweni,Kaiani,Public,-1.884468,37.719618,,147014044424,18335205,H6GG,DEB,5.8HA,Primary,Public,Registered,Mixed,Day,Regular,159,58,140,1,10,0,0,0,0,11,0,11,CSOs & Education Officials,1,8,0,0,0,4,0,5,0,,,
9,Makueni,Kathonzweni,Mavindini,Makueni,Mavindini/Kanthuni,Kamuithi Mixed D/B,Public,-1.864244,37.811828,,147014044338,18335319,K3C4,DEB,8,Primary,Public,Registered,Mixed,Day/Boarding,Integrated,159,106,215,6,3,0,0,2,0,9,2,11,CSO,4,8,0,0,0,3,0,7,0,,,
10,Makueni,Kathonzweni,Kitise,Makueni,Kathonzweni,Kanthiitu,Public,-1.985708,37.783245,,147014044376,18335411,DFCU,DEB,5.08,Primary,Public,Registered,Mixed,Day,Integrated,159,67,149,2,6,0,0,1,0,8,1,9,TSC/MOE,2,8,0,0,0,6,0,11,0,,,0705333866
11,Makueni,Kathonzweni,Mavindini,Makueni,Mavindini,Kanthuni,Public,-1.884186,37.837043,,147014044340,18335301,YMZV,DEB,3.72HA,Primary,Public,Registered,Mixed,Day,Integrated,159,116,258,3,5,0,0,0,0,8,0,8,CSO/PHT,1,8,0,0,0,7,0,6,0,,,0720226563
12,Makueni,Kathonzweni,Mavindini,Makueni,Mavindini,Kanyonga,Public,-1.852797,37.842946,,147014044340,183353044,ASPA,DEB,2.68HA,Primary,Public,Registered,Mixed,Day,Regular,159,93,193,5,3,0,0,1,2,8,3,11,CSO,2,8,0,0,0,9,0,10,0,,,0722800980
13,Makueni,Kathonzweni,Kithuki,Makueni,Kitise/Kithuki,Kanzokeani,Public,-1.926952,37.800056,,147014044358,18335103,ZLQR,DEB,3.5HA,Primary,Public,Registered,Mixed,Day/Boarding,Integrated,159,152,311,4,6,0,0,0,0,10,0,10,TSC/KICD & CSO,4,9,0,0,0,8,0,8,0,,,0710125969
14,Makueni,Kathonzweni,Kathonzweni,Makueni,Kathonzweni,Kasambani,Public,-1.899803,37.68799,,147014044422,18335206,9NCL,DEB,11.3,Primary,Public,Registered,Mixed,Day,Regular,159,103,214,4,4,0,0,0,0,8,0,8,CSO,1,8,0,0,0,8,0,8,0,,,0729920432
15,Makueni,Kathonzweni,Kithuki,Makueni,Kithuki/Kitise,Kasayani,Public,-1.972786,37.852646,,147014044562,18335119,QRS8,DEB,3.5,Primary,Public,Registered,Mixed,Day,Integrated,159,53,128,5,2,0,0,0,2,7,2,9,"TSC/MOE, SCQASO & CSO",2,8,0,0,0,5,0,8,0,,,0703604288
16,Makueni,Kathonzweni,Kitise,Makueni,Kitise/Kithuki,Katangini,Public,-2.048865,37.913201,,147014044394,18335416,4REY,DEB,11.03HA,Primary,Public,Registered,Mixed,Day,Regular,159,79,164,5,2,0,0,1,2,7,3,10,CSO,2,8,0,0,0,6,0,8,0,,,0724044492
17,Makueni,Kathonzweni,Kathonzweni,Makueni,Kathonzweni,Kateiko,Public,-2.006188,37.711928,,147014044421,18335221,CL2Y,DEB,3.07HA,Primary,Public,Registered,Mixed,Day,Regular,159,116,207,5,4,0,0,0,0,9,0,9,CSO/SCDE,2,8,0,0,0,10,0,8,0,,,0713130009
18,Makueni,Kathonzweni,Kathonzweni,Makueni,Kathonzweni,Kathamboni,Public,-1.911232,37.775204,,147014044423,18335212,5WBQ,DEB,3.8HA,Primary,Public,Registered,Mixed,Day,Regular,159,81,171,2,6,0,0,0,1,8,1,9,CSO/SCDE,2,8,0,0,0,8,0,10,0,,,0712296364
19,Makueni,Kathonzweni,Kathonzweni,Makueni,Kathonzweni,Kathonzweni AIC Boarding,Public,-1.913051,37.729589,,147014044429,18335216,CNBH,AIC,1.7HA,Primary,Public,Registered,Mixed,Boarding,Integrated,159,254,576,14,6,0,0,0,0,20,0,20,"CSO,SCD-TSC & SCDE",24,17,0,0,0,21,0,16,0,,,0700002724
20,Makueni,Kathonzweni,Kathonzweni,Makueni,Kathonzweni,Kathonzweni HGM with SNE,Public,-1.910885,37.732541,,147014044419,18335213,LUFN,DEB,5.1,Primary,Public,Registered,Mixed,Day/Boarding,Integrated,159,180,344,5,14,0,0,0,0,19,0,19,CSO,4,13,0,0,0,10,0,16,0,,,0720331301
21,Makueni,Kathonzweni,Mavindini,Makueni,Mavindini,Katithi,Public,-1.80412,37.819173,,147014044341,18335316,52RR,DEB,5.17HA,Primary,Public,Registered,Mixed,Day,Regular,159,44,96,5,2,0,0,1,1,7,2,9,CSOs,2,8,0,0,0,4,0,8,0,,,0726297068
22,Makueni,Kathonzweni,Kathonzweni,Makueni,Kathonzweni,Kavingoni,Public,-1.958553,37.68346,,147014044426,18335215,263U,CEB,2.45HA,Primary,Public,Registered,Mixed,Day,Regular,159,116,241,2,8,0,0,2,0,10,2,12,CSO & H/Tr,2,8,0,0,0,12,0,11,0,,,0722947246
23,Makueni,Kathonzweni,Kathonzweni,Makueni,Kathonzweni,Kavumbu,Public,-1.958374,37.762713,,147014044425,18335220,EMT9,CEB,9.72,Primary,Public,Registered,Mixed,Day,Integrated,159,74,145,1,9,0,0,0,0,10,0,10,"SCD,CSO,SCDQASO & SCDE",1,8,0,0,0,5,0,4,0,,,0707668189
24,Makueni,Kathonzweni,Kithuki,Makueni,Kitise/Kithuki,Kiambani,Public,-1.950243,37.799592,,147014044373,18335116,N6R3,CEB,2.27HA,Primary,Public,Registered,Mixed,Day,Regular,159,132,256,2,6,0,0,1,0,8,1,9,Teachers & CSO,1,8,0,0,0,8,0,4,0,,,0725919090
25,Makueni,Kathonzweni,Kitise,Makueni,Kathonzweni,Kiangini,Public,-2.076222,37.769969,,147014044377,18335403,PU8X,CEB,5HA,Primary,Public,Registered,Mixed,Day/Boarding,Integrated,159,217,386,7,8,0,0,3,3,15,6,21,"CSO,SCD-TSC, SCDE & CDE",9,15,0,0,0,12,0,14,0,,,0722285239
26,Makueni,Kathonzweni,Kitise,Makueni,Kitise/Kithuki,Kikome,Public,-2.052884,37.944098,,147014044378,18335408,RRDN,CEB,11,Primary,Public,Registered,Mixed,Day,Regular,159,61,129,4,3,0,0,0,0,7,0,7,CSO,1,8,0,0,0,4,0,6,0,,,0714753279
27,Makueni,Kathonzweni,Kathonzweni,Makueni,Kathonzweni,Kiluluini,Public,-1.930022,37.688421,,147014044434,18335201,E6JD,CEB,4.2HA,Primary,Public,Registered,Mixed,Day,Integrated,159,139,240,5,4,0,0,0,0,9,0,9,QASO & CSO,2,8,0,0,0,9,0,10,0,,,0720683359
28,Makueni,Kathonzweni,Kithuki,Makueni,Kitise/Kithuki,Kimundi,Public,-1.944097,37.830228,,147014044366,18335102,L3S5,CEB,4.55HA,Primary,Public,Registered,Mixed,Day,Regular,159,131,274,5,3,0,0,1,3,8,4,12,MOE & CEMASTEA,2,8,0,0,0,6,0,7,0,,,0700104523
29,Makueni,Kathonzweni,Kitise,Makueni,Kathonzweni,Kiteei,Public,-2.08727,37.80019,,147014044375,18335401,WJQE,CEB,5.84HA,Primary,Public,Registered,Mixed,Day,Integrated,159,139,268,3,5,0,0,1,1,8,2,10,CSO,1,8,0,0,0,11,0,5,0,,,0723382637
30,Makueni,Kathonzweni,Mavindini,Makueni,Mavindini,Kithaathaini,Public,-1.834424,37.765324,,147014044339,18335318,ZVH9,CEB,10,Primary,Public,Registered,Mixed,Day ,Regular,159,91,164,3,5,0,0,0,2,8,2,10,"CSO,CBC-Champions & CEMASTEA",2,8,0,0,0,8,0,4,0,,,0728476070
31,Makueni,Kathonzweni,Kitise,Makueni,Kitise/Kithuki,Kithaayoni,Public,-1.59447,37.403655,,147014044899,18335426,WM84,CEB,5.3,Primary,Public,Registered,Mixed,Day,Regular,159,43,101,5,2,0,0,0,1,7,1,8,"CSO,SCDE,Pastors &Guidance/Counseling",2,8,0,0,0,3,0,3,0,,,0701391218
32,Makueni,Kathonzweni,Kathonzweni,Makueni,Kathonzweni,Kithoni,Public,-2.011734,37.693852,,147014044431,18335224,XSK7,CEB,5.17,Primary,Public,Registered,Mixed,Day,Regular,47,48,95,7,1,0,0,0,0,8,0,8,CSO,1,8,0,0,0,3,0,4,0,,,0724561414
33,Makueni,Kathonzweni,Kitise,Makueni,Kathonzweni,Kituluni,Public,-2.010857,37.766002,,147014044379,18335402,UYAA,CEB,5.55,Primary,Public,Registered,Mixed,Day,Integrated,149,148,297,2,6,0,0,1,2,8,3,11,CSO,2,9,0,0,0,5,0,7,0,,,0723847417
34,Makueni,Kathonzweni,Mavindini,Makueni,Mavindini,Kitumbai,Public,-1.803578,37.76952,,147014044342,18335308,PDZV,CEB,3,Primary,Public,Registered,Mixed,Day,Integrated,144,137,281,3,8,0,0,1,1,11,2,13,"CSO,DH/T,ICT-Trs,SCQASO",2,8,0,0,0,8,0,8,0,,,0715272965
35,Makueni,Kathonzweni,Kathonzweni,Makueni,Kathonzweni,Kiuani,Public,-1.934834,37.7378,,147014044436,18335208,GT9Z,CEB,4.2HA,Primary,Public,Registered,Mixed,Day,Regular,94,89,183,2,10,0,0,0,0,12,0,12,QASO & CSO,2,8,0,0,0,4,0,10,0,,,0722268654
36,Makueni,Kathonzweni,Mavindini,Makueni,Mavindini,Kiumoni,Public,-1.873489,37.701604,,147014044427,18335315,JD6D,CEB,3.5,Primary,Public,Registered,Mixed,Day,Regular,108,99,117,4,6,0,0,0,0,10,0,10,"CSO,DQASO & TSC",1,8,0,0,0,4,0,8,0,,,0725271544
37,Makueni,Kathonzweni,Kathonzweni,Makueni,Kathonzweni,Kiunduani,Public,-1.9132,37.77496,,147014044310,,VPC5,CEB,0.34HA,Primary,Public,Registered,Mixed,Day,Not Registered,57,46,103,4,5,0,0,9,5,9,14,23,CSO & CBC Champions,0,8,0,0,0,2,0,4,0,,,0729825945
38,Makueni,Kathonzweni,Kithuki,Makueni,Mavindini,Kwa-Arun,Public,-1.89621,37.865573,,147014044371,18335115,4371,CEB,4.99HA,Primary,Public,Registered,Mixed,Day,Regular,94,66,160,5,2,0,0,1,0,7,1,8,QASO & CSO,2,8,0,0,0,2,0,13,0,,,0708104673
39,Makueni,Kathonzweni,Kithuki,Makueni,Kitise/Kithuki,Kwawaema,Public,-1.37508,37.995313,,147014044908,18335121,EQVY,CEB,2,Primary,Public,Registered,Mixed,Day,Regular,43,44,87,5,0,0,0,1,1,5,2,7,CSO,2,7,0,0,0,3,0,2,0,,,0720255314
40,Makueni,Kathonzweni,Kithuki,Makueni,Kitise/Kithuki,Kwakalelo,Public,-1.974973,37.899243,,147014044369,18335112,CY25,CEB,3.74HA,Primary,Public,Registered,Mixed,Day,Regular,123,125,248,2,6,0,0,2,0,8,2,10,CSO,2,8,0,0,0,10,0,10,0,,,0711670651
41,Makueni,Kathonzweni,Kathonzweni,Makueni,Kathonzweni,Kwakavisi,Public,-1.985153,37.700046,,147014044420,18335217,JAQM,CEB,5.74HA,Primary,Public,Registered,Mixed,Day,Regular,153,155,308,4,4,0,0,1,1,8,2,10,CSO,2,9,0,0,0,10,0,8,0,,,0726663953
42,Makueni,Kathonzweni,Kithuki,Makueni,Mavindini,Kwakilomo,Public,-1.921683,37.867304,,147014044370,18335114,DWZL,CEB,4.16,Primary,Public,Registered,Mixed,Day,Integrated,91,106,197,4,4,0,0,2,0,8,2,10,CSO,1,8,0,0,0,3,0,2,0,,,0719151384
43,Makueni,Kathonzweni,Kathonzweni,Makueni,Kathonzweni,Kwamaluvyu,Public,-1.991588,37.735391,,147014044392,18335223,4438,CEB,2.0HA,Primary,Public,Registered,Mixed,Day,Regular,37,31,68,4,4,0,0,0,0,8,0,8,CSO & SCQASO,1,8,0,0,0,1,0,2,0,,,0724946785
44,Makueni,Kathonzweni,Kitise,Makueni,Kitise/Kithuki,Kwambata,Public,-2.045695,37.841717,,147014044395,18335417,LCJN,CEB,5.39HA,Primary,Public,Registered,Mixed,Day,Regular,13,18,31,4,3,0,0,0,0,7,0,7,CSO & SCQASO,1,8,0,0,0,5,0,6,0,,,0700306739
